,storeTypeId,totalOrders,totalOrdersUSD,cantidadMetodosDePago,warehouseId,cityId,countryId,locationId,storeStatusId,isActive,hasChiperSuppliedPOS
4034,0.8791209,0.0,0.00047408955,0.5,0.624,0.2,0.0,1.0,0.42857143,0.0,0.0
5497,0.8791209,0.0,0.00038910971,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
3309,0.8791209,0.0,0.00063581095,0.5,0.0,0.1,0.0,0.0625,0.0,0.0,0.0
5798,0.9230769,0.0,0.00035140172,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
1967,0.8791209,0.0,0.0007983904,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
1298,0.9230769,0.017391304,0.016977595,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
2331,0.8901099,0.008695652,0.0017334054,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
2890,0.989011,0.017391304,0.0021620474,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
5761,0.93406594,0.0,0.00020953771,0.5,0.096,0.0,0.0,0.0,0.0,0.0,0.0
6074,0.989011,0.0,0.0003345403,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
3242,0.9120879,0.0,0.00077400904,0.5,0.04,0.6,0.0,0.3125,0.0,0.0,0.0
4189,0.8791209,0.026086956,0.002515915,0.5,0.0,0.1,0.0,0.0625,0.42857143,0.0,0.0
3461,0.8791209,0.008695652,0.00084231846,0.5,0.624,0.2,0.0,1.0,0.42857143,0.0,0.0
3401,0.94505495,0.0,0.0020450552,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
1094,0.8791209,0.0,0.0015712222,0.5,0.0,0.1,0.0,0.0625,0.42857143,0.0,0.0
3584,0.9230769,0.034782607,0.004953555,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
5898,0.94505495,0.0,0.00022017054,0.5,0.08,1.0,1.0,0.5625,0.0,0.0,0.0
6147,0.9230769,0.0,0.00038079446,0.5,0.624,0.2,0.0,1.0,0.42857143,0.0,0.0
622,0.8791209,0.017391304,0.018977959,0.5,0.0,0.1,0.0,0.0625,0.42857143,0.0,0.0
2689,0.9120879,0.008695652,0.0019443028,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
3059,0.8791209,0.008695652,0.0020888378,0.5,0.624,0.2,0.0,1.0,0.42857143,0.0,0.0
4661,0.94505495,0.008695652,0.0013294268,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
3509,0.94505495,0.0,0.0006052922,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
804,0.8021978,0.0,0.008416959,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
1030,0.8791209,0.0,0.0018049189,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
5111,0.8791209,0.0,0.0007551151,0.5,0.624,0.2,0.0,1.0,0.42857143,0.0,0.0
587,1.0,0.0,0.005297582,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
4819,0.94505495,0.052173913,0.004825582,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
2991,0.94505495,0.0,0.001215134,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
3811,0.94505495,0.008695652,0.0017573021,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
2605,0.8901099,0.0,0.004217114,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
5551,0.94505495,0.0,0.00043368488,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
593,0.94505495,0.008695652,0.015165536,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
5413,0.9120879,0.0,0.0005871708,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
5029,0.94505495,0.0,0.00043487072,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
2680,0.94505495,0.008695652,0.0020965175,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
5952,0.8791209,0.008695652,0.0011331103,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
3946,0.94505495,0.0,0.00031642744,0.5,0.08,1.0,1.0,0.5625,0.0,0.0,0.0
3999,0.94505495,0.034782607,0.01057391,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
2902,0.8791209,0.0,0.00082313095,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
756,0.8901099,0.0,0.0064145834,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
1791,0.94505495,0.0,0.0029920968,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
2048,0.9230769,0.034782607,0.00903897,0.5,0.0,0.1,0.0,0.0625,0.42857143,0.0,0.0
1922,0.94505495,0.0,0.0015543893,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
757,0.9120879,0.0,0.0072998833,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
3872,0.8901099,0.0,0.00049852225,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
5372,0.8791209,0.0,0.00042436333,0.5,0.0,0.1,0.0,0.0625,0.42857143,0.0,0.0
599,0.94505495,0.026086956,0.032296196,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
1384,0.9230769,0.017391304,0.011137192,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
443,0.8791209,0.0,0.00783147,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
4190,0.8791209,0.0,0.00046827144,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
358,0.8791209,0.0,0.0040124482,0.5,0.0,0.1,0.0,0.0625,0.5714286,0.0,0.0
5440,0.8791209,0.017391304,0.0010753995,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
4045,0.8901099,0.008695652,0.0010166481,0.5,0.04,0.6,0.0,0.3125,0.0,0.0,0.0
5233,0.8791209,0.008695652,0.0016415755,0.5,0.0,0.1,0.0,0.0625,0.42857143,0.0,0.0
998,0.94505495,0.0,0.0073127286,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
5628,0.9230769,0.0,0.0004032431,0.5,0.0,0.1,0.0,0.0625,0.42857143,0.0,0.0
5259,0.8791209,0.034782607,0.0029767891,0.5,0.0,0.1,0.0,0.0625,0.42857143,0.0,0.0
1899,0.94505495,0.0,0.000984154,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
4962,0.93406594,0.008695652,0.0006336217,0.5,0.04,0.6,0.0,0.3125,0.0,0.0,0.0
1724,0.9230769,0.0,0.001959166,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
2362,0.94505495,0.0,0.0003739501,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,1.0
5054,0.93406594,0.0,0.00044527548,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
1907,0.94505495,0.008695652,0.008102253,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
2479,0.9230769,0.0,0.0016063845,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
661,0.94505495,0.008695652,0.019372111,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
3709,0.94505495,0.0,0.0005135821,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
4771,0.94505495,0.008695652,0.00087814225,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
3458,0.94505495,0.0,0.0018044828,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
191,0.8791209,0.0,0.01459107,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
893,0.94505495,0.017391304,0.04179622,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
3304,0.94505495,0.0,0.0005952666,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
5377,0.94505495,0.0,0.00046336267,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
3793,0.8791209,0.0,0.00058500434,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
2893,0.93406594,0.0,0.00065691984,0.5,0.624,0.2,0.0,1.0,0.42857143,0.0,0.0
2054,0.9120879,0.008695652,0.0105794715,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
321,0.94505495,0.0,0.00565127,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
1055,0.8901099,0.0,0.0025093642,0.5,0.0,0.1,0.0,0.0625,0.42857143,0.0,0.0
197,0.94505495,0.0,0.014846648,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
5796,0.94505495,0.0,0.000411527,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
229,0.9230769,0.008695652,0.0061647748,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
3230,0.9120879,0.008695652,0.007178461,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
5889,0.8791209,0.0,0.00025529304,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
256,1.0,0.0,0.019220088,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
2032,0.93406594,0.0,0.0017120657,0.5,0.624,0.2,0.0,1.0,0.42857143,0.0,0.0
5433,0.94505495,0.0,0.00035775857,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
3904,0.8791209,0.0,0.0007650695,0.5,0.0,0.1,0.0,0.0625,0.42857143,0.0,0.0
3085,0.94505495,0.008695652,0.002242013,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
5568,0.94505495,0.0,0.0008135272,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
4422,0.93406594,0.0,0.0006067945,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
3655,0.9120879,0.0,0.0004251159,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
246,0.94505495,0.060869563,0.072783984,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
1832,0.8791209,0.008695652,0.0049247434,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
1213,0.8791209,0.0,0.0030812158,0.5,0.0,0.1,0.0,0.0625,0.5714286,0.0,0.0
3518,0.9120879,0.0,0.0004974647,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
1398,0.94505495,0.0,0.0054529207,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
3137,0.9120879,0.026086956,0.002937667,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
1037,0.8791209,0.0,0.008084049,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
471,0.94505495,0.0,0.044942625,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
5971,0.9120879,0.0,0.0004906146,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
5368,0.94505495,0.0,0.00061860465,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
759,0.8791209,0.0,0.0047076573,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
4779,0.8901099,0.0,0.0006916746,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
1042,0.8791209,0.0,0.0057131452,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
4760,0.8791209,0.0,0.0006845395,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
3447,0.94505495,0.0,0.0031569968,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
1736,0.9120879,0.0,0.0036418417,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
851,0.989011,0.0,0.0035374663,0.5,0.08,1.0,1.0,0.5625,0.5714286,0.0,0.0
6186,0.94505495,0.017391304,0.0032248616,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
5284,0.8791209,0.008695652,0.0013721947,0.5,0.096,0.0,0.0,0.0,0.0,0.0,0.0
2968,0.8791209,0.008695652,0.0020029002,0.5,0.624,0.2,0.0,1.0,0.42857143,0.0,0.0
2881,0.8791209,0.0,0.000657661,0.5,0.624,0.2,0.0,1.0,0.42857143,0.0,0.0
1364,0.93406594,0.008695652,0.0057569453,0.5,0.0,0.1,0.0,0.0625,0.42857143,0.0,0.0
4616,0.93406594,0.0,0.00044950866,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
3267,0.94505495,0.0,0.0005903037,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
891,0.94505495,0.0,0.0045841457,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
273,0.8791209,0.0,0.008887058,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
5398,0.94505495,0.0,0.0005435535,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
1715,0.94505495,0.008695652,0.004045843,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
4154,0.9230769,0.026086956,0.0021178685,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
4927,0.8791209,0.026086956,0.0024001542,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
4750,0.9120879,0.008695652,0.0009304796,0.5,0.0,0.1,0.0,0.0625,0.42857143,0.0,0.0
3986,0.94505495,0.008695652,0.0012482868,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
1414,0.94505495,0.0,0.0015819918,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
99,0.94505495,0.0,0.011465011,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
6212,0.8791209,0.0,0.00030824044,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
5861,0.8791209,0.0,0.00031968855,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
4593,0.9230769,0.0,0.00060404936,0.5,0.624,0.2,0.0,1.0,0.42857143,0.0,0.0
335,0.8791209,0.0,0.026175003,0.5,0.0,0.1,0.0,0.0625,0.42857143,0.0,0.0
2698,0.8791209,0.0,0.0013759034,0.5,0.624,0.2,0.0,1.0,0.42857143,0.0,0.0
1121,0.8791209,0.0,0.001606205,0.5,0.0,0.1,0.0,0.0625,0.42857143,0.0,0.0
2712,0.93406594,0.008695652,0.0017290297,0.5,0.624,0.2,0.0,1.0,0.42857143,0.0,0.0
40,0.8791209,0.0,0.00093697617,0.5,0.096,0.0,0.0,0.0,0.42857143,1.0,0.0
4507,0.8901099,0.0,0.0024731613,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
2155,0.8791209,0.0,0.0008448726,0.5,0.624,0.2,0.0,1.0,0.42857143,0.0,0.0
2625,0.8791209,0.0,0.0010759069,0.5,0.624,0.2,0.0,1.0,0.42857143,0.0,0.0
4719,0.9230769,0.0,0.00044630741,0.5,0.0,0.1,0.0,0.0625,0.42857143,0.0,0.0
5573,0.94505495,0.008695652,0.006484281,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
2720,0.8791209,0.0,0.0013465647,0.5,0.624,0.2,0.0,1.0,0.42857143,0.0,0.0
3901,0.8791209,0.017391304,0.0015668094,0.5,0.624,0.2,0.0,1.0,0.42857143,0.0,0.0
2785,0.8791209,0.008695652,0.00168015,0.5,0.624,0.2,0.0,1.0,0.42857143,0.0,0.0
919,0.8791209,0.0,0.004527196,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
2349,0.94505495,0.0,0.0009681534,0.5,0.08,1.0,1.0,0.5625,0.5714286,0.0,0.0
5460,0.93406594,0.0,0.0008463436,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
3512,0.94505495,0.008695652,0.005867669,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
955,0.8791209,0.008695652,0.032780364,0.5,0.624,0.2,0.0,1.0,0.42857143,0.0,0.0
6220,0.8791209,0.0,0.00030606543,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
4358,0.8791209,0.0,0.00069491856,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
306,0.94505495,0.0,0.015704006,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
1249,0.8791209,0.0,0.005349372,0.5,0.096,0.0,0.0,0.0,0.5714286,0.0,0.0
3234,0.9230769,0.44347826,0.033966914,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
2702,0.93406594,0.0,0.0007694452,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
3685,0.8791209,0.0,0.00052698853,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
3759,0.93406594,0.0,0.00046428342,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
3480,0.8791209,0.0,0.0005192947,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
3051,0.94505495,0.0,0.0016314273,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
710,0.94505495,0.0,0.003960761,0.5,0.08,1.0,1.0,0.5625,0.5714286,0.0,0.0
5150,0.94505495,0.0,0.00044264723,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
4774,0.93406594,0.026086956,0.0030032115,0.5,0.624,0.2,0.0,1.0,0.42857143,0.0,0.0
2255,0.8901099,0.0,0.00045750465,0.5,0.096,0.0,0.0,0.0,0.0,0.0,0.0
5757,0.94505495,0.0,0.00042981087,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
4932,0.9120879,0.0,0.00039614504,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
789,0.8791209,0.034782607,0.053196795,0.5,0.624,0.2,0.0,1.0,0.42857143,0.0,0.0
1012,0.93406594,0.0,0.0029779891,0.5,0.0,0.1,0.0,0.0625,0.42857143,0.0,0.0
5313,0.8791209,0.0,0.009110364,0.5,0.0,0.1,0.0,0.0625,0.42857143,0.0,0.0
4005,0.8791209,0.0,0.0005568773,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
5518,0.9120879,0.008695652,0.001183438,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
5974,0.9120879,0.0,0.0004906146,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
4211,0.93406594,0.0,0.00039552647,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
1587,0.8791209,0.017391304,0.009781209,0.5,0.0,0.1,0.0,0.0625,0.42857143,0.0,0.0
1441,0.94505495,0.0,0.0035441623,0.5,0.08,1.0,1.0,0.5625,0.5714286,0.0,0.0
1613,0.8791209,0.0,0.00862587,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
1603,0.8901099,0.19130434,0.3382748,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
2164,0.8901099,0.008695652,0.001953456,0.5,0.0,0.1,0.0,0.0625,0.42857143,0.0,0.0
2106,0.94505495,0.0,0.0016862048,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
316,0.94505495,0.0,0.0024081415,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
5401,0.8791209,0.0,0.00043041806,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
3783,0.8791209,0.0,0.00062538625,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
330,0.8791209,0.0,0.00153594,0.5,0.624,0.2,0.0,1.0,0.42857143,0.0,0.0
3896,0.93406594,0.0,0.000458414,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
1673,0.93406594,0.026086956,0.016347058,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
3211,0.94505495,0.0,0.0014797772,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
5631,0.9120879,0.0,7.0210786e-05,0.5,0.04,0.6,0.0,0.3125,0.0,0.0,0.0
1498,0.94505495,0.0,0.0026084092,0.5,0.08,1.0,1.0,0.5625,0.5714286,0.0,0.0
32,0.8791209,0.008695652,0.011648793,0.5,0.096,0.0,0.0,0.0,0.42857143,1.0,0.0
3590,0.9010989,0.0,0.000558676,0.5,0.0,0.1,0.0,0.0625,0.42857143,0.0,0.0
3483,0.93406594,0.008695652,0.0016142608,0.5,0.624,0.2,0.0,1.0,0.42857143,0.0,0.0
5532,0.9230769,0.0,0.00036180363,0.5,0.624,0.2,0.0,1.0,0.42857143,0.0,0.0
4087,0.94505495,0.0,0.00049538084,0.5,0.08,1.0,1.0,0.5625,0.0,0.0,0.0
6218,0.8791209,0.0,0.000397234,0.5,0.096,0.0,0.0,0.0,0.0,0.0,0.0
1438,0.93406594,0.0,0.004803806,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
5586,0.8791209,0.008695652,0.001353124,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
4401,0.9230769,0.0,0.0006361131,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
1476,0.8791209,0.017391304,0.008946735,0.5,0.624,0.2,0.0,1.0,0.42857143,0.0,0.0
663,0.94505495,0.052173913,0.067859486,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
1010,0.8791209,0.0,0.0015699308,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
1333,0.8791209,0.008695652,0.005005496,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
1141,0.8901099,0.0,0.007420308,0.5,0.0,0.1,0.0,0.0625,0.42857143,0.0,0.0
5180,0.94505495,0.0,0.00048723377,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
2049,0.93406594,0.008695652,0.0018363869,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
5496,0.8791209,0.0,0.0003718492,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
3334,0.8791209,0.0,0.00047940027,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
932,0.8791209,0.0,0.0048244274,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
1608,0.9230769,0.017391304,0.010119358,0.5,0.0,0.1,0.0,0.0625,0.42857143,0.0,0.0
5202,0.94505495,0.0,0.00041865354,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
4899,0.94505495,0.0,0.0016284541,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
1140,0.8901099,0.04347826,0.031343658,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
3993,0.93406594,0.0,0.000773151,0.5,0.04,0.6,0.0,0.3125,0.0,0.0,0.0
4276,0.8791209,0.0,0.00076012086,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
2107,0.93406594,0.0,0.0027050166,0.5,0.0,0.1,0.0,0.0625,0.42857143,0.0,0.0
4702,0.8901099,0.008695652,0.0010633898,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
772,0.94505495,0.069565214,0.033792,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
2646,0.8791209,0.017391304,0.0025963737,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
1533,0.94505495,0.0,0.0023864284,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
1427,0.8791209,0.0,0.002506374,0.5,0.0,0.1,0.0,0.0625,0.42857143,0.0,0.0
4673,0.94505495,0.026086956,0.002130531,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
6195,0.94505495,0.0,0.00034845987,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
4847,0.94505495,0.0,0.0005167919,0.5,0.08,1.0,1.0,0.5625,0.42857143,0.0,0.0
3327,0.9120879,0.0,0.0005393802,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
749,0.8791209,0.0,0.008412905,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
3988,0.8791209,0.0,0.00048597096,0.5,0.04,0.6,0.0,0.3125,0.42857143,0.0,0.0
83,0.8901099,0.0,0.0077045863,0.5,0.096,0.0,0.0,0.0,0.42857143,0.0,0.0
