storeId,storeTypeId,totalOrders,totalOrdersUSD,cantidadMetodosDePago,warehouseId,city,country,cityId,countryId,locationId,storeStatusId,isActive,hasChiperSuppliedPOS,socialClass,numberOfEmployees,mes,ultimaOrden
104258,81,1,74277.88,1,50,Medellín,Colombia,7,6,7,4,0,false,,,09,07-09-2021
104302,81,2,110542.09,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,11-09-2021
104328,87,1,22296.79,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,07-09-2021
104445,87,2,158315.8,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,11-09-2021
104447,87,1,166685.21,1,55,Ciudad de México,Mexico,11,7,11,5,0,false,,,09,18-06-2021
104471,87,1,115209.11,1,55,Ciudad de México,Mexico,11,7,11,5,0,false,,,09,12-07-2021
104494,81,1,26358.94,1,45,Cali,Colombia,2,6,3,5,0,false,,,09,24-04-2021
104528,87,1,17941.2,1,55,Ciudad de México,Mexico,11,7,11,5,0,false,,,09,01-09-2021
104550,84,1,12314.28,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,18-09-2021
104587,82,2,23365.17,1,50,Medellín,Colombia,7,6,7,4,0,false,,,09,14-09-2021
104595,81,2,579422.54,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,28-09-2021
104609,87,1,40230.31,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,03-09-2021
104680,81,1,74956.48,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,03-09-2021
104770,87,3,496887.07,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,24-09-2021
104789,86,1,17344.27,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,19-09-2021
104918,81,1,18036.13,1,50,Medellín,Colombia,7,6,7,5,0,false,,,09,16-10-2020
104937,81,1,89674.44,1,50,Medellín,Colombia,7,6,7,4,0,false,,,09,21-09-2021
104963,82,2,578363.26,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,19-09-2021
104981,87,1,26155.37,1,55,Ciudad de México,Mexico,11,7,11,5,0,false,,,09,02-08-2021
104991,81,1,52580.9,1,50,Medellín,Colombia,7,6,7,4,0,false,,,09,21-09-2021
105006,87,7,268652.96,1,55,Ciudad de México,Mexico,11,7,11,4,0,true,,,09,21-09-2021
105006,87,7,456342.02,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,21-09-2021
105110,86,2,101301.09,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,25-09-2021
105155,84,1,108599.92,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,11-09-2021
105214,81,4,259866.45,1,50,Medellín,Colombia,7,6,7,4,0,false,,,09,19-09-2021
105232,87,2,82578.5,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,21-09-2021
105236,81,2,18294.48,1,50,Medellín,Colombia,7,6,7,,0,false,,,09,01-04-2020
105321,81,1,29236.68,1,50,Medellín,Colombia,7,6,7,4,0,false,,,09,02-09-2021
105408,81,1,29503.28,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,27-08-2021
105477,81,2,62955.84,1,50,Medellín,Colombia,7,6,7,4,0,false,,,09,28-09-2021
105490,82,6,442606.0,1,50,Medellín,Colombia,7,6,7,4,0,false,,,09,17-09-2021
105583,81,1,34294.05,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,03-09-2021
105586,81,1,17663.83,1,50,Medellín,Colombia,7,6,7,4,0,false,,,09,04-09-2021
105696,87,8,460475.2,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,25-09-2021
105697,81,3,200112.59,1,50,Medellín,Colombia,7,6,7,4,0,false,,,09,13-09-2021
105706,81,2,123639.17,1,50,Medellín,Colombia,7,6,7,1,0,false,,,09,03-09-2021
105718,81,1,32056.05,1,50,Medellín,Colombia,7,6,7,4,0,false,,,09,09-09-2021
105781,86,1,66647.98,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,17-09-2021
105799,82,2,335732.18,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,23-09-2021
105837,81,1,47771.58,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,17-09-2021
105897,92,2,130821.11,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,15-09-2021
105933,81,1,11992.4,1,50,Medellín,Colombia,7,6,7,4,0,false,,,09,04-09-2021
105992,81,1,5225.28,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,17-09-2021
105996,81,1,3946.92,1,57,Bogotá,Colombia,1,6,2,1,0,false,,,09,02-09-2021
106013,92,2,98354.01,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,14-09-2021
106114,85,12,558151.52,2,45,Cali,Colombia,2,6,3,4,0,false,,,09,24-09-2021
106179,85,1,24544.81,1,57,Bogotá,Colombia,1,6,2,5,0,false,,,09,15-12-2020
106196,91,1,71242.4,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,14-09-2021
106198,85,1,55430.63,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,22-09-2021
106224,87,1,31402.75,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,13-09-2021
106226,85,1,32777.21,0,133,Bogotá,Colombia,1,6,2,4,0,false,,,09,01-09-2021
106226,85,1,24533.22,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,01-09-2021
106336,82,1,145228.84,1,57,Bogotá,Colombia,1,6,2,5,0,false,,,09,27-11-2020
106495,87,1,121389.02,1,55,Ciudad de México,Mexico,11,7,11,5,0,false,,,09,25-08-2021
106585,84,3,63886.96,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,13-09-2021
106664,81,1,396.02,1,50,Medellín,Colombia,7,6,7,1,0,true,,,09,05-09-2021
106664,81,1,57.56,1,50,Medellín,Colombia,7,6,7,1,0,false,,,09,05-09-2021
106675,81,2,97241.44,1,50,Medellín,Colombia,7,6,7,4,0,false,,,09,29-09-2021
106767,85,2,30940.14,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,07-09-2021
106800,84,1,32163.4,1,57,Bogotá,Colombia,1,6,2,5,0,false,,,09,05-07-2021
106813,81,1,43251.68,1,57,Bogotá,Colombia,1,6,2,4,0,true,,,09,23-09-2021
106813,81,1,6286.58,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,23-09-2021
106885,87,1,14874.76,1,55,Ciudad de México,Mexico,11,7,11,1,0,false,,,09,20-08-2021
106937,84,1,126297.66,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,23-09-2021
106950,84,2,118954.44,1,50,Medellín,Colombia,7,6,7,4,0,false,,,09,22-09-2021
107016,88,2,112061.8,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,07-09-2021
107027,82,3,224497.48,1,50,Medellín,Colombia,7,6,7,4,0,false,,,09,04-09-2021
107046,86,1,18702.58,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,09-09-2021
107072,82,1,24760.76,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,03-09-2021
107111,85,1,7115.25,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,22-09-2021
107161,87,1,91561.2,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,18-09-2021
107176,87,7,156560.34,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,17-09-2021
107552,81,1,19028.18,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,09-09-2021
107560,81,1,56657.13,1,50,Medellín,Colombia,7,6,7,4,0,false,,,09,24-09-2021
107584,81,2,103414.05,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,24-09-2021
107773,87,5,74375.55,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,17-09-2021
107782,84,1,88526.56,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,16-09-2021
107805,87,5,413499.31,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,15-09-2021
107885,81,2,66654.23,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,23-09-2021
107908,1,6,311798.63,1,57,Bogotá,Colombia,1,6,2,4,0,true,,,09,14-09-2021
107908,1,6,1590.81,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,14-09-2021
107960,81,4,54731.73,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,28-09-2021
108057,82,1,176095.09,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,03-09-2021
108133,84,2,51071.93,1,57,Bogotá,Colombia,1,6,2,4,0,true,,,09,17-09-2021
108133,84,2,7423.25,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,17-09-2021
108166,85,1,19881.52,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,13-09-2021
108726,81,2,55919.15,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,10-09-2021
108900,84,2,30200.03,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,09-09-2021
108990,81,1,4881.04,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,06-09-2021
109002,81,1,44017.26,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,23-09-2021
109028,87,1,66808.9,1,55,Ciudad de México,Mexico,11,7,11,5,0,false,,,09,13-08-2021
109103,82,2,84632.68,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,13-09-2021
109278,87,2,11106.48,1,55,Ciudad de México,Mexico,11,7,11,5,0,false,,,09,24-08-2021
109492,81,1,28820.7,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,06-09-2021
109499,81,2,37592.77,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,20-09-2021
109633,83,4,142293.68,1,50,Medellín,Colombia,7,6,7,5,0,false,,,09,12-08-2021
109633,83,1,824993.28,1,55,Ciudad de México,Mexico,11,7,11,5,0,false,,,09,12-08-2021
109672,84,1,150647.51,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,20-09-2021
109715,87,6,438906.51,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,28-09-2021
109864,87,1,87157.21,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,10-09-2021
109868,82,11,1083848.13,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,16-09-2021
109971,84,1,9455.96,1,50,Medellín,Colombia,7,6,7,4,0,false,,,09,16-09-2021
110045,85,1,28705.3,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,21-09-2021
110354,81,1,51196.55,1,50,Medellín,Colombia,7,6,7,4,0,false,,,09,09-09-2021
110359,85,2,10037.33,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,17-09-2021
110386,87,1,902706.4,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,28-07-2021
110432,85,1,18103.46,1,57,Bogotá,Colombia,1,6,2,5,0,false,,,09,18-10-2020
110446,81,8,561397.25,2,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,18-09-2021
110505,81,1,24780.79,1,57,Bogotá,Colombia,1,6,2,,0,false,,,09,30-05-2021
110541,87,1,52093.12,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,14-09-2021
110553,82,2,46511.55,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,12-09-2021
110762,86,1,135620.95,1,57,Bogotá,Colombia,1,6,2,5,0,false,,,09,26-07-2021
110990,84,1,30557.75,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,13-09-2021
111026,81,1,34688.67,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,04-09-2021
111056,85,1,24088.45,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,24-09-2021
111218,81,1,25034.91,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,29-09-2021
111333,81,7,268090.13,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,21-09-2021
111427,85,1,10683.99,1,50,Medellín,Colombia,7,6,7,4,0,false,,,09,04-09-2021
111526,81,1,24720.58,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,21-09-2021
111575,87,1,20210.78,1,55,Ciudad de México,Mexico,11,7,11,5,0,false,,,09,14-05-2021
111627,81,3,12963.57,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,03-09-2021
111640,81,2,70972.57,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,03-09-2021
111856,81,4,21833.08,1,123,Barranquilla,Colombia,3,6,18,4,0,false,,,09,16-09-2021
111939,84,3,363787.71,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,23-09-2021
111965,81,1,22461.84,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,06-09-2021
112143,87,4,719536.77,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,22-09-2021
112168,1,1,48608.2,1,123,Barranquilla,Colombia,3,6,18,1,0,false,,,09,17-08-2021
112501,81,5,252875.59,1,50,Medellín,Colombia,7,6,7,4,0,true,,,09,29-09-2021
112501,81,5,36755.17,1,50,Medellín,Colombia,7,6,7,4,0,false,,,09,29-09-2021
112575,81,1,64780.4,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,06-09-2021
112637,81,3,106697.07,1,123,Barranquilla,Colombia,3,6,18,4,0,false,,,09,30-08-2021
113174,85,1,21692.75,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,08-09-2021
113182,86,1,8025.04,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,21-09-2021
113286,87,1,12184.9,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,10-09-2021
113398,91,1,11812.44,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,29-09-2021
113491,84,1,14008.46,1,57,Bogotá,Colombia,1,6,2,5,0,false,,,09,28-07-2021
113508,84,1,20281.07,1,123,Barranquilla,Colombia,3,6,18,4,0,false,,,09,07-09-2021
113607,84,1,42357.35,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,31-08-2021
113626,81,3,84395.58,1,123,Barranquilla,Colombia,3,6,18,4,0,false,,,09,14-09-2021
113627,81,1,34629.35,1,45,Cali,Colombia,2,6,3,5,0,false,,,09,17-02-2021
113729,86,2,38850.87,1,50,Medellín,Colombia,7,6,7,4,0,false,,,09,27-09-2021
114065,85,2,21637.04,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,10-09-2021
114090,85,1,23961.61,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,15-09-2021
114207,85,1,44329.3,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,28-09-2021
114255,88,1,46042.68,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,20-09-2021
114499,87,1,597524.82,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,29-09-2021
114620,85,3,98246.81,1,123,Barranquilla,Colombia,3,6,18,4,0,false,,,09,10-09-2021
114829,81,1,60334.96,1,123,Barranquilla,Colombia,3,6,18,4,0,false,,,09,25-09-2021
114847,82,3,22160.25,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,20-09-2021
114980,84,2,94985.32,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,27-09-2021
114982,81,1,10545.65,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,11-09-2021
114995,81,1,23764.61,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,13-09-2021
115031,81,1,11128.24,1,123,Barranquilla,Colombia,3,6,18,4,0,false,,,09,13-09-2021
115207,86,1,53739.16,1,123,Barranquilla,Colombia,3,6,18,5,0,false,,,09,25-06-2021
115234,87,4,92733.47,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,17-09-2021
115406,87,3,174828.74,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,09-09-2021
115468,87,2,87271.53,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,10-09-2021
115629,85,1,73160.82,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,21-09-2021
115632,87,8,255337.77,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,07-09-2021
115708,85,1,9751.3,1,50,Medellín,Colombia,7,6,7,4,0,false,,,09,30-08-2021
115795,81,1,28689.4,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,20-09-2021
115796,85,3,17153.44,1,123,Barranquilla,Colombia,3,6,18,4,0,false,,,09,22-09-2021
115958,81,3,185938.2,1,123,Barranquilla,Colombia,3,6,18,4,0,false,,,09,29-09-2021
116069,84,1,1459250.07,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,16-09-2021
116138,81,2,50111.95,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,16-09-2021
116241,87,1,28687.03,1,55,Ciudad de México,Mexico,11,7,11,5,0,false,,,09,02-08-2021
116256,81,2,84995.94,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,21-09-2021
116385,92,12,1554757.24,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,26-09-2021
116533,92,1,67435.18,1,55,Ciudad de México,Mexico,11,7,11,4,0,false,,,09,11-09-2021
116612,86,1,18770.61,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,10-09-2021
116613,81,1,45273.05,1,57,Bogotá,Colombia,1,6,2,5,0,false,,,09,27-04-2021
116677,86,1,29346.73,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,20-09-2021
117027,87,1,24980.14,1,55,Ciudad de México,Mexico,11,7,11,5,0,false,,,09,31-05-2021
117225,81,1,28171.0,1,123,Barranquilla,Colombia,3,6,18,4,0,false,,,09,24-09-2021
117503,86,2,101425.95,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,14-09-2021
117703,85,1,25137.28,1,50,Medellín,Colombia,7,6,7,4,0,false,,,09,22-09-2021
117849,82,2,50587.14,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,20-09-2021
117945,84,2,96645.23,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,28-09-2021
118002,81,3,53567.99,1,50,Medellín,Colombia,7,6,7,4,0,false,,,09,22-09-2021
118002,81,3,27608.12,1,50,Medellín,Colombia,7,6,7,4,0,true,,,09,22-09-2021
118111,81,6,135332.16,1,123,Barranquilla,Colombia,3,6,18,4,0,false,,,09,28-09-2021
118319,81,2,40836.07,1,123,Barranquilla,Colombia,3,6,18,4,0,false,,,09,18-09-2021
118364,85,1,20599.43,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,28-08-2021
118374,86,1,4675.83,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,02-09-2021
118385,82,1,83923.58,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,10-09-2021
118395,81,1,31186.83,1,57,Bogotá,Colombia,1,6,2,4,0,false,,,09,20-09-2021
118454,82,1,41984.81,1,45,Cali,Colombia,2,6,3,4,0,false,,,09,07-09-2021
